Id,Title,Keywords,Field_Auto,Cluster,Link
374,Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,"['inactivate cyanide expression', 'nematode caenorhabditis elegans', 'design microfluidic devices', 'biological networks', 'influence development behavior', 'exhibits similar relative', 'resistance key words', 'behavioral parameters', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/
375,Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,"['mutants exhibit partial', 'understanding metabolic response', 'related proteins membrane', 'life support systems', 'col cax1 180', 'differentially expressed genes', 'martian regolith unconsolidated', 'medium plant growth', 'methodology principal findings']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/
376,The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,"['mutants increased root', 'constans protein 14', 'chloroplast development', 'keywords chloroplast photosensory', 'developmental roles 14', 'pathways including flowering', 'greening wild', '14 3μ', '10 growth 14']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/
377,14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,"['plant subcellular localization', 'indicate functional diversity', 'described protein families', 'roles signal transduction', 'discussion 14', 'currently unresolved question', 'specificities 14']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/
378,Plant growth strategies are remodeled by spaceflight,"['microbiota metabolic pathway', 'regulate immune homeostasis', 'health risks astronauts', 'related health problems', 'findings provide theoretical', 'ginseng', 'methods hindlimb suspension', 'methods', 'analyzed']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/
379,Spaceflight transcriptomes: unique responses to a novel environment.,"['spaceflight cellulose synthases', 'proteins organ specific', 'environmental stress', 'metabolic energy requirement', 'cesa1 cesa3 cesa5', 'exoribonuclease activity rna', 'plant physiology molecular', 'lc ms ms', 'analyses suggest increased', 'emitting diode']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/
380,Fundamental plant biology enabled by the space shuttle.,"['understanding host microbe', 'characterization aspergillus niger', 'lacticoffeatus clade', 'encountered spaceflight presents', 'oxidative stress', 'provides valuable insights', 'economic benefits', 'acquisition', 'strain atcc 1015', 'jsc 093350089 including']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/
381,Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,"['stress response degs', 'seedlings bd21 bd21', 'brachypodium distachyon seedlings', 'develop cultivation strategies', 'food feed fiber', 'grew slowly displayed', 'experiments involved', 'strive spaceflight keywords']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/
382,A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,"['majority tissues remained', 'cryovials freeze substitution', 'plunged liquid ethane', 'scanning electron microscopy', 'using rna later', 'keywords arabidopsis thaliana', 'premise', 'methods']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/
383,ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,"['spaceflight gene expression', 'physiological adaptation undifferentiated', 'lines arabidopsis thaliana', 'profiling aptly illuminates', 'arg1 arg1 ko', '60 mm petri', 'cell lines', 'scientific access']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/
384,A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,"['associated gene expression', 'adaptation keywords arabidopsis', 'like protein family', 'microgravity reactive oxygen', 'arabidopsis thaliana arabidopsis', 'regulating ros', 'arabidopsis ecotypes', 'previously uncharacterized', 'family play role']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/
385,HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,"['environmental stress responses', 'factor a2 hsfa2', 'gene expression profiles', 'undifferentiated cells microgravity', 'endoplasmic reticulum', 'type wt ecotype', 'aboard international space', 'cell culture', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/
386,Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,"['microgravity induced oxidative', 'respectively simulate microgravity', 'potential biomarker candidate', 'mice showed elevated', 'reduced neutrophil counts', 'immune health', 'assess flight astronaut', 'leukocytes hu exposed', 'rwv used hindlimb', 'keywords neutrophils']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/
387,Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/
388,Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,"['dysregulated immune function', 'terms gene regulation', 'shotgun sequencing rna', 'simulated spaceflight conditions', 'analyses blood indicated', 'hindlimb unloading hlu', 'cell differentiation']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/
389,Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,"['spaceflight stress response', 'met1 methyltransferase', 'dramatically affect spaceflight', 'differentially expressed genes', 'plant experiment 04', 'wild type col', 'function does', 'background plants']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/
390,Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,"['17 terrestrial plant', 'thrive extraterrestrial environments', 'transcriptomics plant molecular', 'useful plant production', 'enable efficient use', 'life support worlds', 'terms abiotic transcriptomics', 'differentially expressed genes', '11 12 17']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/
391,Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/
392,Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,"['spaceflights enable human', 'conducted tissue samples', 'transcriptomic responses suborbital', 'rnalater fixation chamber', 'changes photosynthesis responses', 'arabidopsis', 'plants behaved consistently', 'keywords suborbital space', 'method utilizing ksc']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/
393,Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/
394,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,"['decrease cd11c population', 'immune parameters', 'activation antigen presentation', 'tlr tlr agonists', 'cytokine production', 'health risks', 'orbital flight mission', 'culture conditions']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/
395,Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,"['cd4 cd8 ratio', 'hematopoiesis mouse model', 'mice day 40', 'markers sca cd34', 'total body irradiation', 'white blood', 'th tc', 'stem cell', 'keywords particle radiation', '05 vs']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/
396,Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,"['immune metabolic function', 'transcriptomics metabolomics liver', 'changes gene expression', 'peroxisomes', 'shuttle atlantis launched', 'oxygen species ros', 'c57bl 6j mice', '135 july 2011', 'specimen sharing']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/
397,Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,"['analyses metabolomic transcriptomic', 'purine metabolic pathways', 'related glycerophospholipid sphingolipid', 'atlantis enrichment analyses', 'associated mitochondrial dysfunction', 'keywords spaceflight autophagy', 'studies showed', 'aboard space shuttle', 'datasets mice', 'performed']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/
398,Vive la radior√©sistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,"['repair radioprotective mechanisms', 'gene therapy', 'extend healthspan', 'human spacefarers keywords', 'outline future research', 'roadmap', 'metabolic activity', 'known associations radioresistance', 'let', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/
399,Proteomic analysis of mouse brain subjected to spaceflight.,"['changes following spaceflight', 'evaluate protein expression', 'impact brain', 'structure metabolic function', 'metabolic function', 'related neuronal structure', 'organelle transport', 'proteins overlap terms', 'space missions keywords']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/
400,Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,"['gene expression spaceflight', 'multiple organ systems', 'previous transcriptomic studies', 'oxidative stress', 'sequencing adaptive response', 'rna sequencing', 'performed analyses', 'c57bl 6j mice']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/
401,Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,"['attenuate oxidative stress', 'gene expression', 'profiling mouse brains', 'findings enhance understanding', 'brain regions', 'health risk', 'mntnbuoe pyp buoe', 'performed']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/
402,Basal signaling regulates plant growth and development,"['functional roles genes', 'genes brassica napus', 'analyses revealed variations', 'chromosomes phylogenetic studies', 'perk9 plant immunity', 'array proteins implicating', 'plasmodiophora brassicae infection', 'like receptor kinase', 'molecular weight isoelectric']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/
403,Phosphoinositide-signaling is one component of a robust plant defense response,"['plant defense responses', 'exudate experiments showed', 'phosphoinositide signaling', 'expression genes', 'inositol triphosphate insp', 'plants constitutively expressing', 'responses keywords arabidopsis', 'strains pseudomonas syringae', 'pr pr pr']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/
404,Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,"['expression understanding plant', 'gene expression patterns', 'samples exposed microgravity', 'flight experiment utilized', 'plant responses fractional', 'data analyzed using', 'experimental conditions', 'gradient fractional spinning', 'shock proteins keywords', '53 88']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/
405,Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,"['stress response genes', 'mir319c mir398b mir8683', 'keywords transcriptional profiling', 'understanding plants', 'onboard control keywords', 'adapt', 'analyzed']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/
